data_index_,temperature,solar_ghi
2020-01-04 11:45:00+00:00,279.90960693359375,178.9449462890625
2020-01-04 12:00:00+00:00,280.0234375,166.2716064453125
2020-01-04 12:15:00+00:00,280.0932312011719,151.92860412597656
2020-01-04 12:30:00+00:00,280.16302490234375,137.46624755859375
2020-01-04 12:45:00+00:00,280.2328186035156,123.14900970458984
2020-01-04 13:00:00+00:00,280.2658386230469,108.1559066772461
2020-01-04 13:15:00+00:00,280.2621154785156,92.83934020996094
2020-01-04 13:30:00+00:00,280.2584228515625,80.67247772216797
2020-01-04 13:45:00+00:00,280.25469970703125,70.88728332519531
2020-01-04 14:00:00+00:00,280.22894287109375,60.18223190307617
2020-01-04 14:15:00+00:00,280.18109130859375,48.77590560913086
2020-01-04 14:30:00+00:00,280.13330078125,42.19123840332031
2020-01-04 14:45:00+00:00,280.0854797363281,35.782100677490234
2020-01-04 15:00:00+00:00,280.0224609375,24.305688858032227
2020-01-04 15:15:00+00:00,279.9442138671875,11.426180839538574
2020-01-04 15:30:00+00:00,279.865966796875,0.0
2020-01-04 15:45:00+00:00,279.7877502441406,0.0
2020-01-04 16:00:00+00:00,279.73541259765625,0.0
2020-01-04 16:15:00+00:00,279.708984375,0.0
2020-01-04 16:30:00+00:00,279.68255615234375,0.0
2020-01-04 16:45:00+00:00,279.6561279296875,0.0
2020-01-04 17:00:00+00:00,279.62939453125,0.0
2020-01-04 17:15:00+00:00,279.6023254394531,0.0
2020-01-04 17:30:00+00:00,279.5752868652344,0.0
2020-01-04 17:45:00+00:00,279.5482177734375,0.0
2020-01-04 18:00:00+00:00,279.5247802734375,0.0
2020-01-04 18:15:00+00:00,279.5050048828125,0.0
2020-01-04 18:30:00+00:00,279.4852294921875,0.0
2020-01-04 18:45:00+00:00,279.46539306640625,0.0
2020-01-04 19:00:00+00:00,279.44598388671875,0.0
2020-01-04 19:15:00+00:00,279.4268798828125,0.0
2020-01-04 19:30:00+00:00,279.40777587890625,0.0
2020-01-04 19:45:00+00:00,279.388671875,0.0
2020-01-04 20:00:00+00:00,279.353759765625,0.0
2020-01-04 20:15:00+00:00,279.3031005859375,0.0
2020-01-04 20:30:00+00:00,279.2524108886719,0.0
2020-01-04 20:45:00+00:00,279.20172119140625,0.0
2020-01-04 21:00:00+00:00,279.14886474609375,0.0
2020-01-04 21:15:00+00:00,279.09381103515625,0.0
2020-01-04 21:30:00+00:00,279.03875732421875,0.0
2020-01-04 21:45:00+00:00,278.9837341308594,0.0
2020-01-04 22:00:00+00:00,278.9288330078125,0.0
2020-01-04 22:15:00+00:00,278.8740539550781,0.0
2020-01-04 22:30:00+00:00,278.8193054199219,0.0
2020-01-04 22:45:00+00:00,278.7645568847656,0.0
2020-01-04 23:00:00+00:00,278.6978454589844,0.0
2020-01-04 23:15:00+00:00,278.6192321777344,0.0
2020-01-04 23:30:00+00:00,278.54058837890625,0.0
2020-01-04 23:45:00+00:00,278.4619445800781,0.0
2020-01-05 00:00:00+00:00,278.37939453125,0.0
2020-01-05 00:15:00+00:00,278.2929382324219,0.0
2020-01-05 00:30:00+00:00,278.20648193359375,0.0
2020-01-05 00:45:00+00:00,278.1199951171875,0.0
2020-01-05 01:00:00+00:00,277.9801940917969,0.0
2020-01-05 01:15:00+00:00,277.861572265625,0.0
2020-01-05 01:30:00+00:00,277.7429504394531,0.0
2020-01-05 01:45:00+00:00,277.6242980957031,0.0
2020-01-05 02:00:00+00:00,277.5120544433594,0.0
2020-01-05 02:15:00+00:00,277.40618896484375,0.0
2020-01-05 02:30:00+00:00,277.3003234863281,0.0
2020-01-05 02:45:00+00:00,277.1944580078125,0.0
2020-01-05 03:00:00+00:00,277.1025695800781,0.0
2020-01-05 03:15:00+00:00,277.0246276855469,0.0
2020-01-05 03:30:00+00:00,276.9466857910156,0.0
2020-01-05 03:45:00+00:00,276.8687438964844,0.0
2020-01-05 04:00:00+00:00,276.79547119140625,0.0
2020-01-05 04:15:00+00:00,276.72686767578125,0.0
2020-01-05 04:30:00+00:00,276.65826416015625,0.0
2020-01-05 04:45:00+00:00,276.58966064453125,0.0
2020-01-05 05:00:00+00:00,276.5225524902344,0.0
2020-01-05 05:15:00+00:00,276.4569396972656,0.0
2020-01-05 05:30:00+00:00,276.3913269042969,0.0
2020-01-05 05:45:00+00:00,276.3257141113281,0.0
2020-01-05 06:00:00+00:00,276.25482177734375,0.0
2020-01-05 06:15:00+00:00,276.1786193847656,0.0
2020-01-05 06:30:00+00:00,276.1024169921875,0.0
2020-01-05 06:45:00+00:00,276.0262451171875,0.0
2020-01-05 07:00:00+00:00,275.9714050292969,0.0
2020-01-05 07:15:00+00:00,275.93792724609375,0.0
2020-01-05 07:30:00+00:00,275.9044494628906,0.008584000170230865
2020-01-05 07:45:00+00:00,275.8709716796875,1.0450739860534668
2020-01-05 08:00:00+00:00,275.9694519042969,7.661911964416504
2020-01-05 08:15:00+00:00,276.19989013671875,21.91204071044922
2020-01-05 08:30:00+00:00,276.43035888671875,44.271812438964844
2020-01-05 08:45:00+00:00,276.6607971191406,66.7235107421875
2020-01-05 09:00:00+00:00,276.93035888671875,88.68705749511719
2020-01-05 09:15:00+00:00,277.2390441894531,108.86538696289062
2020-01-05 09:30:00+00:00,277.5476989746094,127.28678131103516
2020-01-05 09:45:00+00:00,277.85638427734375,143.8983154296875
2020-01-05 10:00:00+00:00,278.1413269042969,157.8433380126953
2020-01-05 10:15:00+00:00,278.4024353027344,169.0125732421875
2020-01-05 10:30:00+00:00,278.6636047363281,178.78988647460938
2020-01-05 10:45:00+00:00,278.9247741699219,187.45419311523438
2020-01-05 11:00:00+00:00,279.14892578125,193.65643310546875
2020-01-05 11:15:00+00:00,279.3360900878906,197.38754272460938
2020-01-05 11:30:00+00:00,279.52325439453125,198.57862854003906
2020-01-05 11:45:00+00:00,279.71044921875,197.2643585205078
2020-01-05 12:00:00+00:00,279.8576965332031,193.58985900878906
2020-01-05 12:15:00+00:00,279.96502685546875,187.6364288330078
2020-01-05 12:30:00+00:00,280.0723876953125,180.07534790039062
2020-01-05 12:45:00+00:00,280.1797180175781,170.94448852539062
2020-01-05 13:00:00+00:00,280.2420654296875,159.75071716308594
2020-01-05 13:15:00+00:00,280.259521484375,146.6186981201172
2020-01-05 13:30:00+00:00,280.27691650390625,133.2342071533203
2020-01-05 13:45:00+00:00,280.2943420410156,119.22097778320312
2020-01-05 14:00:00+00:00,280.24395751953125,103.041259765625
2020-01-05 14:15:00+00:00,280.1257629394531,84.99181365966797
2020-01-05 14:30:00+00:00,280.0075988769531,67.07041931152344
2020-01-05 14:45:00+00:00,279.8893737792969,48.72575378417969
2020-01-05 15:00:00+00:00,279.69818115234375,29.71951675415039
2020-01-05 15:15:00+00:00,279.43402099609375,13.1213960647583
2020-01-05 15:30:00+00:00,279.1698303222656,0.0
